,Unnamed: 0,Course Name,Course Number,Student ID,Grade,Certificate Eligible,Certificate Delivered,Pass,Attempt,learner cluster,c_length,Evaluate,Learner Type
252,252,General Physics I,ku002,162319,0.16,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
253,253,General Physics I,ku002,162740,0.2,0,0,0,0.33,2,Long,0: Not Pass,2: Targeting
254,254,General Physics I,ku002,162748,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
255,255,General Physics I,ku002,162752,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
256,256,General Physics I,ku002,162776,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
257,257,General Physics I,ku002,162743,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
258,258,General Physics I,ku002,162542,0.09,0,0,0,0.13,0,Long,0: Not Pass,0: Sampling
259,259,General Physics I,ku002,162701,0.18,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
260,260,General Physics I,ku002,162823,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
261,261,General Physics I,ku002,162829,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
262,262,General Physics I,ku002,162865,0.5,1,0,1,0.73,1,Long,1: Pass,1: Comprehensive
